,productID,reviewerID,vote,rating,date,helpfulness_votes,total_votes,helpfulness_rating,category,brand,title,year,month,month year
35469,B000084318,A13NM1PES9OXVN,"[2, 2]",4,2004-08-12,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,8,2004-08
35470,B000084318,A1YB9JNX56PA0I,"[3, 3]",5,2005-10-30,3,3,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2005,10,2005-10
35472,B000084318,A1R602SXNGOMJ4,"[2, 8]",2,2006-02-24,2,8,25.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2006,2,2006-02
35475,B000084318,A2582KMXLK2P06,"[1, 1]",2,2006-11-14,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2006,11,2006-11
35476,B000084318,A2YAABMT80RLYA,"[1, 1]",5,2003-04-12,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,4,2003-04
35477,B000084318,A3GKMQFL05Z79K,"[1, 1]",5,2010-09-13,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2010,9,2010-09
35479,B000084318,A2MZ3N11SBML9A,"[0, 2]",5,2005-07-18,0,2,,GameCube Games,,The Legend of Zelda: The Wind Waker,2005,7,2005-07
35480,B000084318,A1TR0WPC93BEC8,"[0, 0]",5,2004-03-10,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,3,2004-03
35482,B000084318,A36XEF1V0RBFDL,"[0, 0]",5,2004-02-04,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,2,2004-02
35484,B000084318,A1YK56DPXS5DFX,"[0, 2]",5,2003-04-22,0,2,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,4,2003-04
35486,B000084318,A1517476XFOC7A,"[2, 2]",5,2003-04-23,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,4,2003-04
35487,B000084318,A1L0YZXG5MVALI,"[1, 1]",4,2003-04-04,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,4,2003-04
35488,B000084318,ATR72FW8LEZV1,"[1, 1]",5,2003-03-27,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,3,2003-03
35489,B000084318,A1AISPOIIHTHXX,"[0, 0]",5,2003-12-16,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,12,2003-12
35491,B000084318,A29Z8XYDD5UZF8,"[0, 0]",5,2004-03-04,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,3,2004-03
35493,B000084318,A1B3LLYALZ5IGH,"[1, 2]",5,2003-03-31,1,2,50.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,3,2003-03
35494,B000084318,A1ZHJNR84QKVR3,"[2, 3]",4,2005-08-10,2,3,67.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2005,8,2005-08
35498,B000084318,A169I83JL8QJGN,"[8, 8]",5,2003-05-05,8,8,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,5,2003-05
35499,B000084318,A2PDC6SESC021Q,"[2, 2]",4,2003-06-02,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,6,2003-06
35501,B000084318,AGEEXB89TC8XI,"[9, 10]",5,2003-03-24,9,10,90.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,3,2003-03
35509,B000084318,AVX147IFUY2A5,"[0, 0]",5,2010-12-07,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2010,12,2010-12
35510,B000084318,A11LS12ZU93SV6,"[0, 2]",3,2003-03-31,0,2,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,3,2003-03
35511,B000084318,ASWBVMZAGFKXW,"[2, 4]",4,2005-03-11,2,4,50.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2005,3,2005-03
35512,B000084318,A2WM45XB3302MU,"[2, 2]",5,2003-08-22,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,8,2003-08
35513,B000084318,A1TJIJKKN15KR9,"[168, 189]",5,2003-04-30,168,189,89.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,4,2003-04
35514,B000084318,A1KLTDLYHUW89O,"[0, 0]",4,2003-05-02,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,5,2003-05
35515,B000084318,AQZH7YTWQPOBE,"[2, 17]",1,2010-07-11,2,17,12.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2010,7,2010-07
35516,B000084318,A2PSEMWT9TR272,"[0, 0]",5,2013-11-16,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2013,11,2013-11
35519,B000084318,A5JLAU2ARJ0BO,"[0, 0]",5,2004-04-13,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,4,2004-04
35520,B000084318,A3AHDOSQ3VQU3S,"[0, 0]",5,2013-03-21,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2013,3,2013-03
35526,B000084318,A1PBFJBKDVN44A,"[0, 0]",5,2008-09-24,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2008,9,2008-09
35529,B000084318,A2MWS6KN6BAYVY,"[0, 0]",5,2010-12-03,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2010,12,2010-12
35530,B000084318,A3MZW0TIJ63TTO,"[5, 5]",5,2006-01-16,5,5,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2006,1,2006-01
35531,B000084318,A119Q9NFGVOEJZ,"[0, 1]",5,2011-10-26,0,1,,GameCube Games,,The Legend of Zelda: The Wind Waker,2011,10,2011-10
35535,B000084318,A2U7RFKK15IPT1,"[1, 1]",4,2008-12-14,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2008,12,2008-12
35536,B000084318,A2602Z4LZ70KE3,"[57, 63]",5,2003-02-17,57,63,90.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,2,2003-02
35539,B000084318,A2DU061PO9VCPV,"[0, 0]",5,2003-10-02,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,10,2003-10
35540,B000084318,A1IJAHT66Y6VXZ,"[0, 0]",5,2004-01-05,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,1,2004-01
35546,B000084318,A1SVKU8L2DM9IT,"[0, 1]",5,2005-12-13,0,1,,GameCube Games,,The Legend of Zelda: The Wind Waker,2005,12,2005-12
35549,B000084318,A5WX3VUGZOJNU,"[13, 35]",1,2004-01-15,13,35,37.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,1,2004-01
35552,B000084318,A2WA8R7ZNUHZMA,"[0, 0]",5,2004-07-15,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,7,2004-07
35553,B000084318,A1ZO30Z16MQ7Y7,"[1, 1]",4,2003-12-22,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,12,2003-12
35555,B000084318,A3L6S86HGO9OUW,"[1, 3]",3,2004-03-11,1,3,33.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,3,2004-03
35558,B000084318,A1YULX2JKXJ3KC,"[0, 0]",5,2013-01-12,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2013,1,2013-01
35559,B000084318,A290YFTTNMJNWY,"[1, 2]",5,2009-09-27,1,2,50.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2009,9,2009-09
35561,B000084318,A2UOHFR8DBQGGE,"[1, 22]",1,2012-04-10,1,22,5.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2012,4,2012-04
35562,B000084318,A2FOZVHA7922QG,"[1, 3]",5,2005-10-28,1,3,33.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2005,10,2005-10
35563,B000084318,A36Y3ZMIWOV2DA,"[5, 9]",3,2004-10-23,5,9,56.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,10,2004-10
35564,B000084318,A2HTKKKZ4MXCOJ,"[1, 1]",5,2003-08-21,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,8,2003-08
35565,B000084318,AYXJMJJJ8JMXH,"[0, 0]",5,2003-09-15,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,9,2003-09
35569,B000084318,ATR706NHU0N9X,"[0, 0]",5,2005-08-19,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2005,8,2005-08
35576,B000084318,A3L1MEXXDI4Q77,"[3, 8]",3,2003-12-23,3,8,38.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,12,2003-12
35577,B000084318,APS7IH14C8AZ9,"[0, 0]",5,2009-06-24,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2009,6,2009-06
35578,B000084318,A27Z9FV4D0EYHT,"[1, 1]",5,2003-04-24,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,4,2003-04
35581,B000084318,A1R3JXJSHR4A3B,"[5, 7]",5,2003-05-07,5,7,71.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,5,2003-05
35583,B000084318,A15BOG5ZPHBPLO,"[2, 2]",5,2003-08-13,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,8,2003-08
35584,B000084318,A1RL1HXHLUKH70,"[0, 0]",5,2003-10-09,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,10,2003-10
35587,B000084318,A329U9CDUPKXAC,"[0, 0]",5,2003-09-22,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,9,2003-09
35594,B000084318,A1YYN07O1K8Q9W,"[3, 3]",5,2004-10-10,3,3,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,10,2004-10
35595,B000084318,AK3DY70GYZB2G,"[4, 4]",5,2004-11-15,4,4,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,11,2004-11
35596,B000084318,A9X11RWICAS60,"[4, 4]",3,2013-02-21,4,4,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2013,2,2013-02
35597,B000084318,A1JHJ48J9EZNMH,"[0, 0]",5,2004-02-19,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,2,2004-02
35598,B000084318,A3IBXED14SKZ8Y,"[2, 2]",5,2004-12-27,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,12,2004-12
35599,B000084318,A12IDQSS4OW33B,"[3, 6]",4,2005-01-29,3,6,50.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2005,1,2005-01
35604,B000084318,A2AFK6HMAEFO4N,"[2, 2]",5,2003-04-01,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,4,2003-04
35605,B000084318,A2PZRYV6WAEOYT,"[1, 1]",4,2006-09-26,1,1,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2006,9,2006-09
35607,B000084318,AQI2CW6UKF1ES,"[0, 0]",5,2003-05-15,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,5,2003-05
35608,B000084318,A4HOVPF9HPQSN,"[0, 0]",5,2003-04-06,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,4,2003-04
35611,B000084318,A51O4THXIPGSU,"[0, 1]",4,2013-04-15,0,1,,GameCube Games,,The Legend of Zelda: The Wind Waker,2013,4,2013-04
35613,B000084318,A1M3N6MLA8GPGF,"[3, 3]",5,2003-03-27,3,3,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,3,2003-03
35615,B000084318,AS4OMSSR63O8G,"[0, 0]",5,2003-06-29,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,6,2003-06
35617,B000084318,A3PASG15BRR40D,"[0, 3]",4,2003-03-30,0,3,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,3,2003-03
35619,B000084318,A2Y6X38QO8ZAF9,"[9, 16]",2,2006-09-25,9,16,56.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2006,9,2006-09
35621,B000084318,A3QQGPI3CTV9SX,"[0, 0]",5,2008-04-17,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2008,4,2008-04
35625,B000084318,A5NNCLLI764OE,"[3, 5]",5,2004-10-23,3,5,60.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,10,2004-10
35626,B000084318,A3K6W8NERKFI3G,"[2, 2]",4,2004-11-26,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,11,2004-11
35630,B000084318,APD2EUMNVM4EO,"[0, 0]",4,2012-07-22,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2012,7,2012-07
35631,B000084318,A27OW0P38B28OP,"[3, 3]",5,2011-09-06,3,3,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2011,9,2011-09
35636,B000084318,AREU76LPTCR11,"[0, 0]",5,2011-12-16,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2011,12,2011-12
35637,B000084318,AQMWZIH22R6LE,"[2, 2]",5,2003-09-20,2,2,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,9,2003-09
35638,B000084318,A28PYGIYQZ4A67,"[1, 2]",5,2004-12-20,1,2,50.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2004,12,2004-12
35639,B000084318,A2AOCMTCD0JAAT,"[1, 2]",5,2003-03-26,1,2,50.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,3,2003-03
35642,B000084318,AVWNB8C5RHUZF,"[0, 0]",5,2013-09-23,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2013,9,2013-09
35644,B000084318,A1T6XL9P487RGC,"[4, 4]",5,2003-12-30,4,4,100.0,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,12,2003-12
35645,B000084318,A1SX8V30IP3NFP,"[0, 0]",4,2003-05-31,0,0,,GameCube Games,,The Legend of Zelda: The Wind Waker,2003,5,2003-05
35646,B000084318,AP3B615GM191G,"[0, 1]",3,2012-05-28,0,1,,GameCube Games,,The Legend of Zelda: The Wind Waker,2012,5,2012-05
35917,B000088KH1,A1Y5LUJZ8879PP,"[0, 0]",5,2014-05-11,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2014,5,2014-05
35919,B000088KH1,AIRUD8MTVJAD1,"[0, 0]",5,2003-05-26,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,5,2003-05
35922,B000088KH1,ARHJ4I3I6R9LW,"[1, 1]",4,2003-08-05,1,1,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,8,2003-08
35923,B000088KH1,A2Z6BM0ZUB142Q,"[0, 0]",4,2007-03-21,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2007,3,2007-03
35925,B000088KH1,A1GIWFDS5EAL08,"[0, 1]",5,2003-07-08,0,1,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,7,2003-07
35927,B000088KH1,A1VIZFPC5FDDI5,"[0, 0]",5,2013-12-09,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2013,12,2013-12
35928,B000088KH1,A1NJ3SRMUS03PI,"[0, 0]",5,2003-06-09,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,6,2003-06
35930,B000088KH1,A1QZG9THEJPS2K,"[3, 3]",2,2003-10-18,3,3,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,10,2003-10
35931,B000088KH1,AAH8WTX29MBQW,"[0, 0]",5,2012-12-22,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2012,12,2012-12
35936,B000088KH1,ADM2PRAOMES7E,"[0, 0]",5,2003-05-22,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,5,2003-05
35938,B000088KH1,A2A6NH6DPE0VXR,"[0, 0]",5,2003-05-17,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,5,2003-05
35939,B000088KH1,AYD0SQ01HVCRT,"[0, 0]",4,2003-09-22,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,9,2003-09
35942,B000088KH1,AOAW5ARGQWSCY,"[0, 0]",3,2003-06-04,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,6,2003-06
35944,B000088KH1,A1ZO30Z16MQ7Y7,"[0, 0]",5,2003-12-16,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,12,2003-12
35945,B000088KH1,A3V6Z4RCDGRC44,"[18, 18]",3,2003-05-21,18,18,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,5,2003-05
35946,B000088KH1,A2U0DKQPZSD50Y,"[0, 0]",5,2003-12-02,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,12,2003-12
35951,B000088KH1,A2LY7GPTXH2A9B,"[1, 1]",4,2005-06-17,1,1,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2005,6,2005-06
35953,B000088KH1,AJKWF4W7QD4NS,"[2, 2]",3,2003-05-21,2,2,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,5,2003-05
35954,B000088KH1,ARIHVRQ9VH0OQ,"[4, 4]",3,2004-12-24,4,4,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2004,12,2004-12
35956,B000088KH1,A39W3263A9HCMN,"[4, 4]",5,2005-09-26,4,4,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2005,9,2005-09
35957,B000088KH1,A52FJFFWZTNFY,"[5, 5]",5,2003-06-01,5,5,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,6,2003-06
35960,B000088KH1,A366JNHOWLQWQQ,"[0, 0]",1,2003-08-08,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,8,2003-08
35961,B000088KH1,A3FWHXSZSTKFIU,"[5, 8]",2,2003-05-19,5,8,62.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,5,2003-05
35962,B000088KH1,A3J8ABVGK7ZL6H,"[0, 0]",5,2013-03-07,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2013,3,2013-03
35965,B000088KH1,A3OMPSEVL59ZDK,"[0, 0]",3,2003-06-09,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,6,2003-06
35966,B000088KH1,A39QYCBKS4D6E7,"[0, 0]",5,2014-03-27,0,0,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2014,3,2014-03
35967,B000088KH1,A2F7Q3UC6QTY0T,"[2, 2]",4,2003-10-15,2,2,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,10,2003-10
35968,B000088KH1,A96K1ZGW56S2I,"[1, 1]",5,2004-02-05,1,1,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2004,2,2004-02
35969,B000088KH1,A3BO1VM9CSCWW1,"[14, 40]",5,2003-01-23,14,40,35.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,1,2003-01
35971,B000088KH1,A3I8AY3VRIZ61Y,"[3, 3]",3,2003-07-10,3,3,100.0,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2003,7,2003-07
35972,B000088KH1,A24U1EL8CS6APC,"[0, 1]",3,2005-02-16,0,1,,PlayStation 2 Games,,Enter The Matrix - PlayStation 2,2005,2,2005-02
36346,B00008DHNL,AIRUD8MTVJAD1,"[0, 11]",5,2003-07-21,0,11,,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,7,2003-07
36347,B00008DHNL,A22BFGHM9X80OE,"[0, 0]",4,2004-08-04,0,0,,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,8,2004-08
36348,B00008DHNL,A1ZTE3K3EN4TS3,"[4, 8]",4,2003-11-10,4,8,50.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,11,2003-11
36349,B00008DHNL,A2SP6SU5FMKLB2,"[3, 3]",4,2003-12-09,3,3,100.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,12,2003-12
36350,B00008DHNL,ASMR5IORRX117,"[3, 5]",1,2004-04-26,3,5,60.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,4,2004-04
36351,B00008DHNL,A37HCSGGRH8UO6,"[8, 12]",5,2003-09-04,8,12,67.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,9,2003-09
36352,B00008DHNL,A1GIWFDS5EAL08,"[5, 8]",3,2003-11-17,5,8,62.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,11,2003-11
36353,B00008DHNL,A5X0G8LTO1J9E,"[1, 2]",3,2008-06-22,1,2,50.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2008,6,2008-06
36354,B00008DHNL,A1QWINPL3C5O4Y,"[2, 2]",4,2004-02-13,2,2,100.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,2,2004-02
36355,B00008DHNL,A1XX5797TIZT5Q,"[3, 3]",3,2004-12-19,3,3,100.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,12,2004-12
36357,B00008DHNL,A3EDHLPTBO0XCX,"[1, 6]",4,2003-11-28,1,6,17.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,11,2003-11
36362,B00008DHNL,A1NI0VOVXZBM7Y,"[1, 1]",4,2009-11-27,1,1,100.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2009,11,2009-11
36367,B00008DHNL,A2U0DKQPZSD50Y,"[0, 3]",1,2004-01-01,0,3,,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,1,2004-01
36368,B00008DHNL,A2Q6SZYBMG5RVH,"[3, 3]",3,2004-06-26,3,3,100.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,6,2004-06
36369,B00008DHNL,A2QP26XNESJQEQ,"[0, 1]",2,2003-12-20,0,1,,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,12,2003-12
36370,B00008DHNL,AT393OR1JTYNR,"[1, 2]",4,2004-04-11,1,2,50.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,4,2004-04
36371,B00008DHNL,A21P8800ZGRGIP,"[5, 6]",4,2005-08-31,5,6,83.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2005,8,2005-08
36372,B00008DHNL,A5CDMOSK470MD,"[0, 0]",5,2006-12-16,0,0,,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2006,12,2006-12
36374,B00008DHNL,A8W97AV1HRMTL,"[0, 0]",3,2004-04-06,0,0,,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,4,2004-04
36376,B00008DHNL,A1NMEHU3BMKBR8,"[1, 3]",4,2004-04-29,1,3,33.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,4,2004-04
36377,B00008DHNL,A1YYN07O1K8Q9W,"[4, 5]",3,2004-10-11,4,5,80.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,10,2004-10
36378,B00008DHNL,A1JHJ48J9EZNMH,"[3, 7]",1,2004-02-18,3,7,43.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,2,2004-02
36379,B00008DHNL,A52FJFFWZTNFY,"[2, 2]",4,2004-02-17,2,2,100.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,2,2004-02
36380,B00008DHNL,AQI2CW6UKF1ES,"[2, 2]",3,2003-12-27,2,2,100.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,12,2003-12
36381,B00008DHNL,A1NAV0Q37XP6HI,"[1, 4]",5,2003-08-16,1,4,25.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,8,2003-08
36382,B00008DHNL,AZNKIND8TQ588,"[1, 2]",2,2004-04-07,1,2,50.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2004,4,2004-04
36383,B00008DHNL,A3J8ABVGK7ZL6H,"[0, 0]",4,2012-12-01,0,0,,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2012,12,2012-12
36384,B00008DHNL,A1LVMQ52YODRMO,"[8, 10]",5,2003-11-17,8,10,80.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,11,2003-11
36385,B00008DHNL,A29BQ6B90Y1R5F,"[86, 90]",4,2003-11-05,86,90,96.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,11,2003-11
36387,B00008DHNL,A1PCIR9V1TYUS5,"[3, 4]",4,2003-12-23,3,4,75.0,PlayStation 2 Games,,True Crime Streets of LA - PlayStation 2,2003,12,2003-12
36546,B00008G764,A1HOWPIIQCAC35,"[0, 0]",5,2013-03-07,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2013,3,2013-03
36547,B00008G764,AMXE382DCAMQO,"[0, 0]",4,2007-03-10,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2007,3,2007-03
36548,B00008G764,A2X8KN82L07RSK,"[6, 6]",4,2004-01-31,6,6,100.0,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2004,1,2004-01
36549,B00008G764,A32C82POOSR4ZP,"[0, 0]",5,2003-12-24,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2003,12,2003-12
36550,B00008G764,A4NRFON6WHWNW,"[1, 2]",5,2003-11-20,1,2,50.0,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2003,11,2003-11
36551,B00008G764,AGR4LKC72JEQ8,"[2, 2]",5,2003-11-08,2,2,100.0,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2003,11,2003-11
36552,B00008G764,A1QWINPL3C5O4Y,"[0, 3]",4,2004-04-25,0,3,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2004,4,2004-04
36554,B00008G764,A3K08KQKC6AQGE,"[0, 0]",3,2012-07-21,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2012,7,2012-07
36555,B00008G764,A1L8N60DIMVF8C,"[0, 0]",5,2004-01-02,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2004,1,2004-01
36559,B00008G764,A21XG7UVD2ABKS,"[1, 1]",5,2003-11-12,1,1,100.0,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2003,11,2003-11
36563,B00008G764,A30IP5D5DLHRPA,"[1, 2]",3,2005-05-01,1,2,50.0,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2005,5,2005-05
36565,B00008G764,A1TW9ZGRDQQZ2Y,"[0, 0]",5,2004-10-21,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2004,10,2004-10
36566,B00008G764,A2NHPCKUWZUFLM,"[0, 2]",4,2004-01-27,0,2,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2004,1,2004-01
36567,B00008G764,A19N3S7CBSU6O7,"[0, 0]",4,2007-06-26,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2007,6,2007-06
36569,B00008G764,A25S4PI8ECOWD8,"[0, 0]",4,2010-02-15,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2010,2,2010-02
36570,B00008G764,A1TKDHV7V1QEI7,"[0, 0]",5,2013-04-15,0,0,,Xbox Games,,Rainbow Six 3 (Tom Clancy's) - Xbox,2013,4,2013-04
